track_name,artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hot_or_not,cluster_kmean
"smeysja, smeysja gromche vsekh",vadim kozin,0CzptLVu8meMD9m5jKpueg,0.53,0.241,7,-11.996,0,0.119,0.995,1.1e-06,0.112,0.63,81.853,4,N,2
i wanna be,pitty,5nQ7ULdDyfeZUO2R441Mwm,0.55,0.954,11,-4.255,0,0.0467,0.00216,0.0,0.31,0.961,174.061,4,N,1
monday morning before work,kelpe,1vmWPvHsjOWsaL2jUA6RCO,0.757,0.153,8,-23.574,1,0.047,0.857,0.952,0.106,0.476,102.987,4,N,7
recomeçar,diego karter,38xsb628AajcMiMOXr3MR6,0.524,0.489,9,-8.908,1,0.0347,0.73,1.1e-05,0.12,0.233,86.042,4,N,2
alfa e ômega - ao vivo,eli soares,1PofW4c6W0SngeHYOHyEtV,0.605,0.575,2,-9.203,1,0.0467,0.461,0.000355,0.975,0.426,123.926,4,N,4
social life,teenage bottlerocket,5ciHTt0PB0pyNWCgkVrU1F,0.347,0.979,7,-3.828,1,0.0688,2.61e-05,0.00186,0.19,0.467,199.901,4,N,0
art of stalking,suburban knight,7xAwOqzZ65MGwU0AkSt2Q7,0.661,0.916,9,-10.68,1,0.0597,0.0353,0.85,0.475,0.523,135.824,4,N,3
gays 4 donald,pink guy,6lH7E41rJRKTkMzo5p4uJB,0.817,0.582,5,-9.197,1,0.421,0.789,2.01e-05,0.113,0.501,131.984,4,N,6
92 with one leg,adam ferrara,7upubP2QFFaVnsBscZ7Aai,0.411,0.892,6,-13.096,1,0.913,0.868,2.57e-06,0.856,0.166,89.497,4,N,5
subterfuge,terrorizer,52Kyk61pr4tZo8IEl2nUZV,0.467,0.99,5,-4.133,0,0.196,3.74e-06,0.955,0.269,0.141,107.894,4,N,3
dance again - live at the royal opera,kite,5Sz2bmYlv91yEvDenjN4Ga,0.323,0.877,4,-6.073,1,0.047,0.00664,0.00703,0.715,0.111,185.042,4,N,4
welcome☆夏空ピース!!!!!,super☆girls,5yb00bsQHspqqCLa0c30dp,0.493,0.922,0,-2.875,0,0.0554,0.0146,0.000164,0.303,0.556,162.076,4,N,0
worn out passport,the copyrights,04tKWCoK9J9GSpiJ2V3gr4,0.538,0.886,11,-5.265,1,0.0398,0.00157,0.000181,0.774,0.612,91.983,4,N,4
gel desen gelemem ki,yaşar güvenir,0UB9JiWD415ZYGbwpOXDTH,0.3,0.221,6,-14.684,0,0.036,0.749,4.95e-05,0.155,0.417,82.153,3,N,2
in silence,amelie lens,7sovMMhuknCR0PHianjiEq,0.736,0.845,1,-12.017,1,0.0377,0.00545,0.902,0.111,0.198,128.009,4,N,3
dukhathinte paanapathram,kester,3a5KArQUDHs4D82vwP6ltx,0.507,0.324,7,-12.006,1,0.029,0.573,0.0,0.109,0.389,144.029,3,N,2
bonus beat 3,terrence dixon,1YPOzMdeODOgZAKUU7cMS8,0.807,0.536,11,-18.412,1,0.155,0.32,0.972,0.113,0.717,120.008,4,N,3
featuring mixx master lee & red rum (blues short mix),mixx master lee,5SRrwyXYwNscEbt3rt8sLm,0.897,0.761,0,-6.387,1,0.0826,0.0795,0.0,0.0926,0.815,114.001,4,N,6
frosty the snowman,clay walker,3IA5JN43tS0MadjdOcuTfF,0.59,0.473,9,-9.244,1,0.0814,0.668,0.0,0.0746,0.714,178.884,4,N,6
vé pa,gifta,1fLEQQKbM9fJ7OVUiXysN8,0.811,0.471,11,-10.268,1,0.431,0.0684,0.0,0.0807,0.963,98.011,4,N,6
"desculpe, babe",os mutantes,0cqx5jILzC9MpeOJg1DL08,0.572,0.53,11,-5.732,0,0.0265,0.415,0.0,0.0961,0.555,111.127,4,N,1
new found,gojira,3Kl4f3sVKb8iwQ8ZffHim6,0.265,0.878,7,-5.257,0,0.0631,5.52e-05,0.783,0.0404,0.314,105.134,4,N,3
contra el sol,ocote soul sounds,3RKzHk3thT1H4q85GmWDaG,0.664,0.854,3,-10.352,1,0.0442,0.388,0.912,0.18,0.961,107.855,4,N,3
you know how we do it,ice cube,2Ih217RCGAmyQR68Nn7Cqo,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,4,N,1
september song,jp cooper,0zbzrhfVS9S2TszW3wLQZ7,0.614,0.615,0,-6.7,0,0.0444,0.054,0.0,0.0921,0.374,95.941,4,N,1
緋聞男女,don li,6tgPTPG1RUBxXKiZ3DZEZl,0.613,0.526,0,-6.182,1,0.0279,0.274,0.0,0.223,0.426,128.11,4,N,6
il y aurait du soleil,nicolas peyrac,2GeNSGQEiJXXhEZ0oDJFy7,0.411,0.546,0,-11.167,1,0.0364,0.536,0.00797,0.321,0.375,131.857,4,N,2
wereldreis,kinderen voor kinderen,0vMKH0xbk2s7C2AYe740fT,0.437,0.82,3,-4.217,1,0.252,0.0453,0.0,0.282,0.575,169.681,4,N,0
eu te louvarei,kemuel,5WmTeEiQWDEUaIHvQbmIa1,0.344,0.189,9,-11.129,1,0.0345,0.905,0.0,0.113,0.292,125.738,4,N,2
night motions,white noise for babies,3xEPkNqsvugQC6EfTdi1em,0.0708,0.119,2,-21.678,1,0.0409,0.979,0.872,0.124,0.0289,76.792,5,N,7
time is dancing,ben howard,0SjtVyfdl77VKgd8yrvsWJ,0.404,0.534,10,-13.012,1,0.0435,0.82,0.708,0.107,0.182,150.896,4,N,2
flying,curbi,23tSVCziOnXVAyayQt0Bi7,0.747,0.855,4,-7.27,1,0.0341,0.24,0.807,0.111,0.219,130.038,4,N,3
housetime! - original mix,the prophet,74mIyEcLtmwPQZjO2z6uZW,0.477,0.906,10,-3.082,0,0.0518,0.000146,0.0229,0.411,0.039,103.999,4,N,0
トロイメライ,passepied,0IEMBXtu77xr5ZhuvQnQBK,0.526,0.847,5,-3.506,0,0.0588,0.133,3.02e-05,0.402,0.742,164.927,4,N,1
ブラッディー・マリー,lady gaga,6WBUp7XExjALQ6R1NOoVDr,0.584,0.638,9,-6.437,0,0.0302,0.0134,3.06e-06,0.101,0.456,99.97,4,N,1
big money,j9ueve,3Ps6rBpWSfXxHnhMlOl3aY,0.924,0.428,8,-12.314,1,0.316,0.0134,0.0411,0.111,0.44,102.02,4,N,6
midnight children,the soundtrack of our lives,7bHbKzAC3L4MispwrcgOqJ,0.321,0.621,7,-9.005,1,0.0266,0.0844,0.359,0.0548,0.502,82.215,4,N,3
adhiya,karan aujla,0w4f0gP9gLhIrD7XFGiJUO,0.71,0.758,10,-7.824,0,0.15,0.0856,0.0,0.0717,0.799,92.007,4,N,1
so you melted?,the amity affliction,6jfkVCpUDnmgplHoAD7Hbo,0.219,0.835,6,-5.58,1,0.0456,0.0166,0.841,0.461,0.0753,133.719,4,N,3
rain and tears,neutrin05,3XiuaCjVPCm287HcsRerIw,0.574,0.301,5,-15.573,0,0.0258,0.724,0.949,0.452,0.0788,99.983,4,N,7
all the roads,cut worms,6lI55HJBsYwREwlBF4bMdG,0.542,0.321,2,-10.701,1,0.0289,0.504,0.000389,0.0465,0.498,112.462,4,N,2
guitarras lloren guitarras,antonio bribiesca,3YhaU3ArxPlwC3dpbLbveI,0.81,0.299,0,-16.325,1,0.158,0.903,0.963,0.105,0.498,129.911,3,N,7
salty air,bitter:sweet,45BdsGYnwM3fswx6tEe6YG,0.86,0.57,4,-8.492,1,0.0381,0.17,0.109,0.0288,0.961,121.177,4,N,6
bedshaped,keane,1BoAUj2LKTvgIfi7wjAAQa,0.332,0.41,4,-6.988,1,0.0344,0.609,0.00014,0.0963,0.0715,75.042,4,N,2
keep me,novo amor,5xYpEeGFXmkGMBQ22NfKfO,0.567,0.131,1,-14.124,1,0.029,0.888,0.0553,0.158,0.0657,104.784,4,N,2
"bubble star, pt. 1",laurent voulzy,4grqfe2UnI62nEqvzHhAmU,0.618,0.731,9,-10.728,1,0.0385,0.124,0.0,0.381,0.759,133.917,4,N,6
mayaloo,sajjan raj vaidya,1E9dwbizzW4BTzWyqfX3F0,0.613,0.134,9,-18.327,1,0.0449,0.808,0.0,0.11,0.436,140.209,4,N,2
epilogue,samael,1IC2K7Au4MlsVFPkIEeN7Z,0.203,0.229,2,-14.883,1,0.0389,0.431,0.941,0.146,0.0326,103.216,3,N,7
you're a woman,bad boys blue,2cLnEMWx4XqApyxj7f3zN6,0.81,0.674,10,-7.748,1,0.0905,0.205,0.0,0.0444,0.546,125.016,4,N,6
hors-la-loi,indochine,1fVZxmQ9PqxcbMqTUFIVHx,0.663,0.791,5,-11.778,1,0.0423,0.0293,0.000848,0.00986,0.979,160.056,4,N,6
tänka positivt,avslappning sound,5IRxepnNibzb4VyiGyxYOH,0.173,0.138,8,-21.105,1,0.0385,0.984,0.962,0.135,0.0378,124.055,5,N,7
jazz music,de-phazz,0Z3dPRfc1RAzYjTO7nQttj,0.599,0.773,11,-11.201,0,0.0459,0.37,0.061,0.0715,0.898,165.348,4,N,1
may be,yiruma,42WpwYm7DYxbbVbUO35LUX,0.467,0.124,1,-22.377,1,0.0516,0.992,0.879,0.0912,0.123,112.598,4,N,7
no me trates mal,estela nuñez,0G7CJLkSoZcQ4ToscCeCNT,0.427,0.349,0,-7.231,1,0.0398,0.121,1.11e-05,0.597,0.495,199.337,3,N,4
aakasham,aromal chekaver,0vi4EJnVhAt6mYN60M98yh,0.714,0.55,8,-8.043,1,0.194,0.293,7.36e-05,0.227,0.607,89.981,4,N,6
crystalline,amaranthe,6OIcWAgtVxlePupuM8sJvM,0.49,0.497,11,-8.826,0,0.028,0.0644,0.0,0.104,0.281,109.93,4,N,1
echoes,pink floyd,7kriFJLY2KOhw5en9iI2jb,0.285,0.322,6,-16.58,0,0.0445,0.367,0.649,0.107,0.138,133.577,4,N,7
talk too much,coin,4djIFfof5TpbSGRZUpsTXq,0.598,0.888,4,-5.119,1,0.0807,0.00947,0.0,0.347,0.482,103.966,4,N,6
jeder tag ist ein geschenk,ingo ohne flamingo,5JZ024FzgnZb07Z5ZQJ4qh,0.729,0.921,11,-5.175,0,0.0466,0.00574,0.0028,0.114,0.672,125.015,4,N,1
徒然,andy hui,5boCwYWY3cUg1Hhs25qspj,0.69,0.406,4,-8.265,1,0.0345,0.57,5.35e-06,0.152,0.269,115.002,4,N,2
黑夜問白天,jj lin,5KNh5YQgfduzV4028Cfh3J,0.452,0.54,9,-7.004,0,0.0351,0.402,0.0,0.106,0.194,134.553,4,N,1
algo más (versión acústica) [directo madrid] - en vivo,la quinta estacion,5C2nrrB6uVh4vo6Z6zKTNg,0.448,0.633,7,-7.978,0,0.0832,0.0168,2.23e-05,0.982,0.265,149.81,4,N,4
disorder - 2007 remaster,joy division,5fbQCQt91LsVgXusFS0CCD,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,4,N,3
christmas is here - radio edit,michael w. smith,0Z6NbNX43bPaHylvR2yvCV,0.226,0.279,0,-8.73,1,0.0299,0.738,0.0,0.141,0.354,183.6,3,N,2
montón (u & me),gufi,2jpRE3SGuYVP8MVsFxoRLS,0.643,0.709,1,-7.414,0,0.0373,0.00307,0.0,0.15,0.674,99.469,4,N,1
seek advice elsewhere,off with their heads,4J8OowbDixNh2yWBvaN33O,0.305,0.974,0,-3.579,1,0.0718,0.00158,6.15e-05,0.106,0.392,101.534,4,N,0
omanichennu,latha hentry,71IZPHQmW69cwAShuUywNV,0.709,0.426,7,-8.504,1,0.0296,0.778,0.0,0.229,0.322,119.975,3,N,2
torn in two,breaking benjamin,3IiMnjK7S2PlsPVMuAH7rU,0.354,0.943,5,-3.633,1,0.288,0.000113,0.0187,0.104,0.367,94.416,4,N,0
antman,the red chord,7LGfapaZt3B0aX3lihpJgl,0.333,0.984,8,-4.317,1,0.164,0.000121,3.17e-06,0.132,0.191,115.464,3,N,0
frente al espejo,daniela darcourt,48HOAL0fM2IkOqA3to3Ctk,0.45,0.81,6,-5.538,0,0.0439,0.361,0.0,0.126,0.807,170.391,4,N,1
destroyer,unleash the archers,4cuMuhjktHMaASOPIz3nkP,0.519,0.966,10,-1.819,0,0.0576,0.00014,0.000421,0.244,0.313,94.965,4,N,1
anchor,of mice & men,0cmU8GRcNiJ15pZqrmg02Q,0.452,0.873,2,-8.308,0,0.0723,0.00095,0.362,0.0672,0.226,107.426,4,N,3
les poissons - french version,gérard rinaldi,2mq1MbB5TtbMYwuyis5ZOA,0.638,0.6,2,-9.401,1,0.557,0.813,0.0,0.605,0.679,94.165,3,N,5
monster,reckless love,5GLVGmkxy7Mc8Ruif5dmSG,0.586,0.822,7,-7.04,1,0.0284,0.000102,1.08e-06,0.0588,0.473,109.024,4,N,6
amager,little symphony,0pTAEdockvKVSq1hhFqk7O,0.0,0.004,0,-28.326,1,0.0,0.97,0.959,0.109,0.0,0.0,0,N,8
感激我遇見 - 劇場版,ekin cheng,5o9Knv17oa5O0Ddosy4Tn4,0.458,0.411,7,-10.641,1,0.0478,0.674,0.0,0.182,0.371,144.852,4,N,2
hardanger,gunslingers,40ZhguqieJZ0AJTHKQY6Q4,0.64,0.722,4,-6.264,1,0.0396,0.0965,0.0,0.272,0.52,131.067,4,N,6
as andorinhas,trio parada dura,6fwbIoaW1gt21ncAm58CQg,0.689,0.516,10,-7.484,1,0.0259,0.616,0.0,0.291,0.767,103.905,4,N,6
synesthesia (scaled down version),peter sandberg,2ozeCscFSmHW7FKLSTJlA4,0.679,0.0809,9,-21.97,1,0.0583,0.994,0.942,0.0969,0.195,130.049,4,N,7
perpetual,justnormal,6EW8F9LMcbdSxHJrW1aTZZ,0.6,0.552,7,-5.335,0,0.0427,0.658,0.946,0.107,0.184,170.063,4,N,3
utopia,padre zezinho scj,2ir0oawZZcqfU7UnAs1SjB,0.577,0.469,4,-9.829,1,0.0299,0.509,0.0,0.4,0.554,92.983,3,N,2
bir kız bana emmi dedi,kaan tangöze,4pbMu6fRhg9mEZcHaO4NNo,0.402,0.213,2,-13.662,0,0.0392,0.91,3.88e-05,0.357,0.146,145.91,4,N,2
danger,bts,0zzRxtfO5FGxKdqq4OKmlw,0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991,4,N,6
why not - original mix,the prophet,5x9BWvLcvawwnoyFEIanI4,0.467,0.899,0,-7.658,1,0.0351,8.5e-05,0.904,0.144,0.098,94.978,4,N,3
stars and stripes forever,cooltime kids,6HQJGMXXiVo7aYhyACZqMT,0.446,0.697,2,-3.818,1,0.0334,0.742,0.0,0.287,0.926,114.155,4,N,6
got my mind made up,lenzman,1NsNUDI7doaMtQ4IwKJ1OU,0.692,0.843,2,-6.031,1,0.0967,0.000138,0.801,0.12,0.159,172.075,4,N,3
akuma no ko,higuchi ai,5cRKj1kynNFqiliT2ndZ3y,0.561,0.686,6,-6.273,0,0.0473,0.267,0.0,0.137,0.22,89.97,4,N,1
espero nadie ocupe mi lugar,camiches,3dc5ORKPHJyI9DVEUNZtl9,0.437,0.888,2,-4.586,1,0.0507,0.00446,0.0,0.203,0.182,170.1,4,N,0
keracunan,tipe-x,6A1VF2fvooAYnQ3NwSfmdM,0.646,0.858,9,-5.511,1,0.0633,0.0135,0.00378,0.0502,0.343,97.487,4,N,6
you're still the one - remixed/remastered 2004,shania twain,3i2cw3z6gmbakYLBaZJSHp,0.545,0.597,3,-5.748,1,0.0336,0.3,0.0,0.0767,0.559,133.679,4,N,6
residentes olvidados,leprosy,6XkM2s8SyhPEL2BYpFRh5P,0.402,0.863,1,-7.129,1,0.0842,5.11e-05,0.747,0.273,0.381,110.928,4,N,3
au suivant - live,-m-,69vSowJrjBnE9GBMz4mrHH,0.553,0.543,8,-9.332,1,0.132,0.507,0.0,0.975,0.436,108.253,4,N,4
jorge de capadócia,cacique'97,7KDiI2Q1pJnZoTpGl7r50f,0.78,0.818,11,-8.631,0,0.0511,0.19,0.00634,0.174,0.934,114.989,4,N,1
hurtin',cody johnson,3Nvh2G6LziUGKAGF7YBFfq,0.487,0.821,0,-4.221,1,0.0406,0.0407,0.0,0.272,0.539,139.957,4,N,0
mo-eh-wa,fujii kaze,1JRNrJKTQhfvxII8kkIcAQ,0.629,0.585,9,-7.969,1,0.0572,0.43,0.0,0.357,0.296,81.973,4,N,6
baby sleep brown noise,brown noise baby sleep,1vOnFspHUeSwZvNVWmlHK3,0.151,0.475,9,-32.781,0,0.0589,0.827,0.999,0.112,0.0134,82.839,3,N,7
leo's statement: it's hard to speak my heart...,brent carver,1L5N8gNwYHRiJFzHDocJgC,0.295,0.124,9,-15.806,1,0.0439,0.934,0.0163,0.0936,0.108,83.077,3,N,2
all of us (ashawo),fireboy dml,6459gZKddpOoPIH8PAcCwS,0.605,0.813,11,-6.416,1,0.0903,0.304,0.0033,0.132,0.748,199.837,4,N,0
call me,blondie,7HKxTNVlkHsfMLhigmhC0I,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,4,N,1
body,hatred surge,0ZR3kpTL5F9y1NUBRncsRm,0.27,0.985,6,-6.529,1,0.114,1.71e-05,0.883,0.512,0.337,133.049,1,N,8
tomorrow may never come,the creepshow,0djMBF95vQs4f3yms93G0D,0.496,0.981,8,-2.664,0,0.0974,0.000237,0.000145,0.0698,0.618,112.058,4,N,1
bitches broken hearts,billie eilish,5t3Vk8bRKylx4fjj7qlbib,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,4,N,2
bis-どうやらゾンビのおでまし-,bis,0G8qBkiMnmyM0VF1SJqDbR,0.395,0.922,5,-2.274,1,0.0446,3.66e-05,0.245,0.16,0.388,95.005,4,N,0
calm hoover noise,silent knights,7Fta9aJyI2O8lZ7OZ4qwmS,0.0,0.00048,6,-9.423,1,0.0,0.124,0.992,0.909,0.0,0.0,0,N,8
call me the breeze,j.j. cale,5AQpbyFoQmkOVwmlhKN4ii,0.814,0.418,11,-15.372,1,0.0382,0.75,0.0116,0.099,0.842,91.658,4,N,6
stolen,dashboard confessional,1fZhHANKVFNZ9W8iSh76gF,0.636,0.838,3,-3.988,1,0.0329,0.00143,1.22e-05,0.0573,0.318,101.584,4,N,6
mujer,ecko,3TppGIyouVhkn77lABZKLS,0.683,0.712,2,-6.771,1,0.0379,0.224,0.000942,0.247,0.403,163.049,4,N,6
hip house,fast eddie,2sRnA4Mctld62yXCNLl5mQ,0.778,0.785,7,-8.208,1,0.103,0.000157,0.281,0.235,0.566,124.453,4,N,6
throw me in the river,the smith street band,1Jzj3pfkLs3fsVzT23b1Jg,0.29,0.256,11,-7.804,1,0.0369,0.0622,0.0,0.143,0.317,168.794,4,N,0
samba bombom - ao vivo,xande de pilares,2WFCb0kT3MSAC3L432gjbY,0.552,0.765,0,-7.699,1,0.0963,0.752,4.7e-05,0.385,0.961,131.84,4,N,6
the hype,twenty one pilots,7I3skNaQdvZSS7zXY2VHId,0.53,0.816,9,-6.149,1,0.0503,0.0105,0.00061,0.379,0.371,87.019,4,N,6
the twisting of the hay rope (casadh an tsúgáin),george winston,6hSXuT2DbsktSWimP07Rrq,0.58,0.234,10,-20.708,1,0.051,0.99,0.914,0.0959,0.782,115.914,4,N,7
shana bann,mc stan,5ZTsPwtt7aCuzbWd5rDGys,0.674,0.514,5,-10.956,1,0.227,0.0126,0.0,0.158,0.192,99.901,4,N,6
wreak havoc,angelspit,31ettRSFZhW62A2ocShV4S,0.666,0.974,10,-3.502,0,0.209,0.0263,2.3e-05,0.377,0.114,100.026,4,N,1
ten miles high,rotting christ,6yWGoBDA5i9kvQYC7bi3aK,0.503,0.793,2,-6.338,1,0.0317,4.9e-05,0.898,0.109,0.308,130.118,4,N,3
long,brazilian girls,1Sz3dWB1GXx1CeEzoYhMlo,0.711,0.714,8,-8.533,0,0.0461,0.141,0.053,0.104,0.71,109.985,4,N,1
peaceful childhood,bernward koch,2rg7TRgONIjUmYJq5FY0sM,0.143,0.132,7,-14.184,1,0.0373,0.967,0.945,0.145,0.0951,68.21,4,N,7
deathbeds,bring me the horizon,4FyhUbVIVFEEOHfdTiFmbf,0.26,0.731,4,-5.946,0,0.0545,0.517,0.179,0.106,0.152,160.396,4,N,0
oh my love,fka twigs,5dEJc0rHuTVxtl1xljDbRv,0.907,0.592,8,-6.44,0,0.0858,0.532,0.0,0.289,0.545,108.052,4,N,1
terra de ninguém,project46,4GjHhBFWiB7uozqC9ErzZm,0.342,0.993,1,-3.618,1,0.237,0.000365,0.000435,0.648,0.039,110.039,4,N,4
heidrun,amon amarth,4BbotX1WXsgeBcMsxzpeer,0.574,0.978,8,-6.711,1,0.0406,0.000483,0.000186,0.244,0.418,130.011,4,N,0
monsters,secret agent 23 skidoo,6UJTtVTo2lAz3ErlHYQEQi,0.877,0.808,1,-7.315,1,0.363,0.166,0.0,0.0977,0.882,99.939,4,N,6
moon knight theme,samuel kim,0LgClDJd2RF2s47hAVq38S,0.416,0.588,4,-8.596,0,0.0351,0.316,0.886,0.846,0.23,61.97,4,N,4
зимний вечер,sergei lemeshev,5ukguLydo1KWpmgP4kaEJX,0.521,0.0568,8,-15.586,0,0.0567,0.98,0.0,0.16,0.45,104.887,3,N,2
it's my life,talk talk,2WDEfdxBRrLXxBmabk6vOJ,0.603,0.897,0,-4.928,1,0.0435,0.0758,0.465,0.306,0.826,126.279,4,N,6
reverse,julian jeweil,1paUw5secq646bIh7fA392,0.571,0.955,0,-5.37,1,0.06,0.000102,0.606,0.591,0.236,132.994,4,N,4
飛べないアゲハチョウ,akb48,2kCgdxrRxXh8fYHWZQ2Tbq,0.643,0.873,1,-6.438,1,0.0615,0.0371,0.029,0.0822,0.639,106.456,4,N,6
beautiful girl,vybz kartel,3BdMyHoBSt1jzGGK6Rofph,0.792,0.854,7,-6.17,1,0.105,0.116,4.02e-06,0.108,0.829,110.01,4,N,6
yo!,skillibeng,3N8mX3K0QUqyPoNsJBHlAb,0.827,0.485,1,-8.353,1,0.107,0.0194,2.28e-06,0.24,0.218,104.018,4,N,6
a fuego lento,keyblade,42YuoHMp2HNaqhkJQF5moV,0.747,0.788,7,-6.912,1,0.201,0.42,0.0,0.111,0.418,81.023,4,N,6
ondra renda,bombay jayashri,6APAPsBCutqTFJ9OFTbeCa,0.642,0.562,9,-9.304,0,0.0607,0.584,0.0,0.104,0.671,149.82,4,N,1
tortoise shell,jobii,27NSDHdQIEzV6DLIVUoHKI,0.588,0.746,6,-6.123,1,0.0679,0.561,0.676,0.144,0.358,77.028,4,N,3
come back home,vybz kartel,5xr6GN4kdnPCAxSVr0UInV,0.52,0.845,0,-5.177,1,0.183,0.548,0.0,0.348,0.864,122.934,5,N,6
não tem menos semelhante,grupo fundo de quintal,2JVkbbkS4KcOMDpOQbEp1p,0.601,0.676,2,-6.838,1,0.0308,0.366,0.0,0.206,0.814,143.122,4,N,6
oh oh yeah,morcheeba,4AialeEfimWiHV0oIVhIlM,0.6,0.487,11,-9.986,0,0.0274,0.157,0.423,0.153,0.337,120.004,4,N,1
um milhão de anos,theo rubia,1Vkokw1TnFV6HEhyQ7OAB9,0.459,0.494,7,-7.608,0,0.0341,0.0685,1.19e-05,0.105,0.0808,133.961,4,N,1
you are so beautiful,eddy kim,2nJDePK69THatYkjkjQFE8,0.491,0.554,0,-5.65,1,0.143,0.717,0.0,0.113,0.518,151.736,3,N,2
vid protesfabrikens stängsel,håkan hellström,5BdAjF00PzqDgORaoQQoSa,0.228,0.303,7,-9.213,1,0.0306,0.931,0.000662,0.131,0.0529,78.491,4,N,2
"bowling song (almighty malachi, professional bowling god)",stephen lynch,1yEODXY84WoEl9hS0t1B8v,0.493,0.691,2,-6.872,0,0.202,0.493,0.0,0.99,0.76,127.059,4,N,4
miss alissa,eagles of death metal,1dlgaGdQXmsYKMRuewIZkF,0.55,0.991,1,-3.704,1,0.12,0.805,0.0,0.197,0.882,172.389,4,N,6
raven clows,moonspell,6r7puUYzh1BMIwM2hcEzoP,0.457,0.892,9,-6.28,0,0.0484,0.000349,0.287,0.231,0.581,134.427,4,N,1
city park,fleet francis,4lqEtgytnO3H4tDwLV3Tj3,0.747,0.238,7,-11.093,0,0.209,0.55,0.851,0.161,0.488,90.018,4,N,3
what a fire,the ethiopians,5FogslB3Z9Ix2wjLcqNEVU,0.862,0.504,7,-9.093,1,0.0719,0.628,0.0702,0.245,0.913,104.345,4,N,6
canção pra deus,misaias oliveira,4abucYPQEoAWgJEPTq08Hp,0.426,0.666,3,-6.207,1,0.0343,0.207,0.0,0.667,0.322,137.594,4,N,4
ando con el carro,balbi el chamako,6JXbjTYnHhVpgz8aRm1wTR,0.706,0.804,0,-7.577,0,0.13,0.0404,0.0,0.0443,0.259,94.039,4,N,1
acredito de mentira - ao vivo,henrique & juliano,6qwKr2dNq1IFkCoYaUoT4x,0.626,0.94,8,-3.947,1,0.0369,0.426,0.0,0.0601,0.952,166.068,4,N,6
heightened senses,darryl lenox,1uyYFFjHvDeOTAhNydCURZ,0.661,0.521,2,-10.08,1,0.853,0.9,0.0,0.728,0.751,123.197,1,N,5
sereno,gilberto gil,2xGDpw06F4ZUIap48JbZPD,0.537,0.692,2,-11.03,1,0.0841,0.185,0.417,0.22,0.608,70.374,4,N,6
bad feeling,boøwy,0iujTWTgmqgrc6bXxVu9aC,0.606,0.966,2,-7.638,1,0.0617,0.000226,0.0529,0.0819,0.571,132.899,4,N,6
by your side,sebastian bach,0TvzCPRoFsdTPl3uMSj6jF,0.299,0.606,1,-7.399,0,0.034,0.0499,0.0,0.058,0.0804,143.119,4,N,0
in the zone,knuckles & tails,2GgTngIfCoDteGtVneuuTY,0.595,0.416,10,-7.148,0,0.11,0.0184,0.143,0.156,0.34,81.776,4,N,1
truly madly deeply - recorded at spotify studios nyc,yoke lore,0ApIlfcdY0hVdVEVUyS2Zf,0.675,0.368,0,-14.072,0,0.0375,0.83,0.00158,0.136,0.176,106.004,4,N,2
new mule skinner blues,the maddox brothers & rose,5SV9MoALYbXKB63ESO5Usx,0.413,0.551,8,-10.285,1,0.0698,0.882,0.014,0.13,0.887,188.293,4,N,2
cambiar el alma,bersuit vergarabat,5ZdY8ifXAy40ODdbIWhWel,0.51,0.86,5,-5.648,1,0.0375,0.00297,0.0,0.622,0.483,101.828,4,N,4
"freaky gal (juleen), pt. 1",vybz kartel,46NmZqYGZXJnypVl5oPQMs,0.794,0.657,10,-8.038,1,0.506,0.589,0.0,0.0922,0.797,95.155,4,N,6
妳聽得到,jay chou,3ZsPujeG0eWb4o3VkrHKd5,0.728,0.354,10,-9.393,1,0.0302,0.434,0.000586,0.125,0.207,115.999,4,N,2
eclosion,alcest,4sRWnJytz2RrLZgl1kMlRL,0.452,0.553,0,-9.464,0,0.0311,0.00118,0.767,0.0861,0.111,142.589,4,N,3
risk,motive,6irFcHIQhLBbLTquGxZXha,0.752,0.605,11,-8.265,1,0.404,0.334,0.0,0.156,0.521,164.858,4,N,6
wanna stay,d-sturb,5nXwto7SKQ5cp4XhLv5aNB,0.406,0.985,8,-1.539,0,0.175,0.00282,0.0456,0.147,0.235,154.993,4,N,0
atlas,keshi,0PQK5efczMVIIjScPRZYH5,0.602,0.491,5,-6.764,1,0.0308,0.661,0.0,0.113,0.176,119.964,4,N,2
sheriff,patricio rey y sus redonditos de ricota,4iNg5KlYULuW0wTsOKbvC5,0.599,0.782,9,-7.648,1,0.0361,1.14e-05,0.212,0.326,0.42,136.075,4,N,0
tango noir,akina nakamori,1YqyXXT6euOskjuhU5qEYi,0.583,0.836,5,-6.685,0,0.0392,0.0759,0.0489,0.335,0.682,155.335,4,N,1
afrorumbachilenera,juanafé,7p0h4RYJA700piwO1grdoz,0.588,0.745,9,-5.754,0,0.0886,0.515,0.0,0.179,0.432,95.071,4,N,1
